AIDS Report Number,Local Event Date,Event City,Event State,Event Airport,Event Type,Aircraft Damage,Flight Phase,Aircraft Make,Aircraft Model,Aircraft Series,Operator,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Aircraft Registration Nbr,Total Fatalities,Total Injuries,Aircraft Engine Make,Aircraft Engine Model,Engine Group Code,Nbr of Engines,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model, , 
19780304015529I,4-Mar-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,747,UNDESIGNATED SERIES,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,731PA,0,0,PWA,JT9*,JT9,,AIRLINE TRANSPORT,,0,0,0
19780305015499I,5-Mar-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,747,273C,WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,748WA,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19780306008599I,6-Mar-78,TEHRAN,,,INCIDENT,,NORMAL CRUISE,BOEING,707,UNDESIGNATED SERIES,MAVERICK INTERNATIONAL AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,448PA,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780306011669I,6-Mar-78,DENVER,CO,DENVER INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,428,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780306011679I,6-Mar-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,452DA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780309015639I,9-Mar-78,JAMAICA,NY,JOHN F KENNEDY INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,707,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,402,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780309015679I,9-Mar-78,SALT LAKE CITY,UT,SALT LKAE CITY MUNI,INCIDENT,,CLIMB,BOEING,737,2H4,FRONTIER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7381F,0,0,,,,2,AIRLINE TRANSPORT,,0,0,0
19780310014939I,10-Mar-78,TAMPA,FL,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4620,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780310014949I,10-Mar-78,HONOLULU,HI,,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,747,UNDESIGNATED SERIES,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,656PA,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780310014959I,10-Mar-78,SAINT LOUIS,MO,,INCIDENT,,DESCENT,BOEING,737,UNDESIGNATED SERIES,FRONTIER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7374F,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780313014569I,13-Mar-78,PHOENIX,AZ,PHOENIX SKY HARBOR INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BOEING,707,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8433,0,0,,,,,AIRLINE TRANSPORT,26032,23000,0,0
19780313014609I,13-Mar-78,MINNEAPOLIS,MN,MINNEAPOLIS INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,747,151,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,603US,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19780313014629I,13-Mar-78,INDIANAPOLIS,IN,INDIANAPOLIS MUNI,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BOEING,707,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,551,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780314015899I,14-Mar-78,NEW YORK,NY,JOHN F KENNEDY INTL,INCIDENT,,ROLL-OUT (FIXED WING),BOEING,707,323C,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7569A,0,0,,,,4,AIRLINE TRANSPORT,13700,3000,0,0
19780314015939I,14-Mar-78,MIAMI,FL,MIAMI INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,403DA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780315016549I,15-Mar-78,MIAMI,FL,MIAMI INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,35,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4612,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780316013319I,16-Mar-78,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,737,UNDESIGNATED SERIES,FRONTIER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7377F,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780320009299I,20-Mar-78,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,,TAKEOFF GROUND ROLL,BOEING,737,UNDESIGNATED SERIES,FRONTIER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7379F,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780320009309I,20-Mar-78,MACON,GA,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,440DA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780320009449I,20-Mar-78,DETROIT,MI,METRO FLD,INCIDENT,,ROLL-OUT (FIXED WING),BOEING,727,UNDESIGNATED SERIES,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR87,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780321009499I,21-Mar-78,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,452BN,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780321010049I,21-Mar-78,AUSTIN,TX,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,725,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780321010059I,21-Mar-78,TULSA,OK,TULSA INTL,INCIDENT,SUBSTANTIAL,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,200,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,93738,5,0,,,,3,AIRLINE TRANSPORT,13000,4000,0,0
19780321010079I,21-Mar-78,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4744,0,0,PWA,JT8D1,JT8,3,AIRLINE TRANSPORT,,0,0,0
19780322010569I,22-Mar-78,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,,DESCENT,BOEING,707,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6796,0,2,,,,,AIRLINE TRANSPORT,,0,0,0
19780323009989I,23-Mar-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,CLIMB,BOEING,707,123B,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,758DA,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19780323010009I,23-Mar-78,TOKYO,,TOKYO INTL,INCIDENT,SUBSTANTIAL,DESCENT,BOEING,747,UNDESIGNATED SERIES,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,731PA,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780323010099I,23-Mar-78,TOKYO,,TOKYO INTL,INCIDENT,MINOR,DESCENT,BOEING,747,UNDESIGNATED SERIES,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,612US,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780324010149I,24-Mar-78,EL PASO,TX,EL PASO INTL,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,69736,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780325010199I,25-Mar-78,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,,OPERATIONS ON GROUND FROM LANDING/ROTORCRAFT,BOEING,747,UNDESIGNATED SERIES,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,608NW,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780325010209I,25-Mar-78,PEORIA,IL,GENERAL DOWNING - PEORIA INTL,INCIDENT,,OPERATIONS ON GROUND FROM LANDING/ROTORCRAFT,BOEING,727,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,32717,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780327011149I,27-Mar-78,WASHINGTON,DC,RONALD REAGAN WASHINGTON NATIONAL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,200,NATIONAL AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4748,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19780330011419I,30-Mar-78,JAMAICA,NY,,INCIDENT,,NORMAL CRUISE,BOEING,747,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,669,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780330012059I,30-Mar-78,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,707,131B,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6764T,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19780331012229I,31-Mar-78,SAN JUAN,PR,,INCIDENT,,NORMAL CRUISE,BOEING,747,UNDESIGNATED SERIES,,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,664,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780331012239I,31-Mar-78,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,200,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,416BN,0,0,PWA,JT8D9,JT8,3,AIRLINE TRANSPORT,,0,0,0
19780402008359I,2-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,DESCENT,BOEING,707,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8731,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780403009339I,3-Apr-78,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,,TAKEOFF GROUND ROLL,BOEING,747,UNDESIGNATED SERIES,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,608,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780404007989I,4-Apr-78,WASHINGTON,DC,WASHINGTON DULLES INTL,INCIDENT,SUBSTANTIAL,CLIMB,BOEING,727,UNDESIGNATED SERIES,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,301BN,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19780404007999I,4-Apr-78,CINCINNATI,OH,,INCIDENT,,NORMAL CRUISE,BOEING,727,30,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,833N,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780409009439I,9-Apr-78,EL PASO,TX,EL PASO INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,25729,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780410009719I,10-Apr-78,NEW ORLEANS,LA,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,162EA,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780411009809I,11-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,ROLL-OUT (FIXED WING),BOEING,707,323C,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7569A,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19780411009819I,11-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,DESCENT,BOEING,727,51C,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,799US,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780411009829I,11-Apr-78,JAMAICA,NJ,JOHN F KENNEDY INTL,INCIDENT,,NORMAL CRUISE,BOEING,747,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9663,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780412011949I,12-Apr-78,SAN ANTONIO,TX,SAN ANTONIO INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,433BN,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780413012279I,13-Apr-78,EL PASO,TX,EL PASO INTL,INCIDENT,,FINAL APPROACH,BOEING,727,200,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,66733,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780413012289I,13-Apr-78,DALLAS,TX,DALLAS/FORT WORTH INTL,INCIDENT,,CLIMB,BOEING,727,227,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,412BN,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19780413012299I,13-Apr-78,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,225,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8870Z,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780413012309I,13-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,CLIMB,BOEING,707,123B,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7577A,0,0,,,,4,AIRLINE TRANSPORT,,0,0,0
19780415012589I,15-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,CLIMB,BOEING,727,23,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1929,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780418013149I,18-Apr-78,,FL,WEST PALM EACH MUNI,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,727,UNDESIGNATED SERIES,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8116N,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780418013189I,18-Apr-78,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,MINOR,FINAL APPROACH,BOEING,747,UNDESIGNATED SERIES,PAN AMERICAN WORLD AIRWAYS INC,INSTRUCTION,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,770PA,0,0,PWA,JT9D7,JT9,,AIRLINE TRANSPORT,,0,0,0
19780419012849I,19-Apr-78,GAINESVILLE,FL,,INCIDENT,,CLIMB,BOEING,727,UNDESIGNATED SERIES,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR95,0,0,,,,3,AIRLINE TRANSPORT,22000,3000,0,0
19780419012899I,19-Apr-78,FORT SMITH,AR,FORT SMITH MUNI,INCIDENT,MINOR,FINAL APPROACH,BOEING,737,UNDESIGNATED SERIES,FRONTIER AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7988F,0,1,,,,,AIRLINE TRANSPORT,,0,0,0
19780419012909I,19-Apr-78,RALEIGH,NC,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,NATIONAL AIRLINES,,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4742,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780420011219I,20-Apr-78,LOS ANGELES,CA,LOS ANGELES INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,747,UNDESIGNATED SERIES,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,607US,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780421012779I,21-Apr-78,DALLAS,TX,,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,23,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1935,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19780421012789I,21-Apr-78,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,,INITIAL APPROACH-INSTRUMENT FLIGHT RULES,BOEING,727,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7319,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780421012799I,21-Apr-78,DALLAS,TX,,INCIDENT,,NORMAL CRUISE,BOEING,727,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,407DL,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780423011139I,23-Apr-78,SAN DIEGO,CA,SAN DIEGO INTL,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,727,214,PACIFIC SOUTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,551PS,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780423011159I,23-Apr-78,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,737,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9124,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780424011269I,24-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,DESCENT,BOEING,727,223,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6842,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780424011279I,24-Apr-78,AUSTIN,TX,,INCIDENT,MINOR,CLIMB,BOEING,737,UNDESIGNATED SERIES,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,20SW,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780425011809I,25-Apr-78,TULSA,OK,TULSA INTL,INCIDENT,,DESCENT,BOEING,727,224,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,24728,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780425011829I,25-Apr-78,ALEXANDRIA,LA,,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,25729,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,0,0,0
19780425011849I,25-Apr-78,TOKYO,,TOKYO INTL,INCIDENT,MINOR,DESCENT,BOEING,747,SP21,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,534PA,0,0,,,,4,AIRLINE TRANSPORT,19740,658,0,0
19780425011859I,25-Apr-78,DALLAS,TX,DALLAS/FORT WORTH INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,23,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1998,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780426010969I,26-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,DESCENT,BOEING,747,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,93105,0,0,PWA,JT9D3,JT9,,AIRLINE TRANSPORT,,0,0,0
19780426010989I,26-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,707,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7581A,0,0,,,,,AIRLINE TRANSPORT,,0,0,0
19780427013939I,27-Apr-78,WINDSOR LOCKS,CT,BRADLEY,INCIDENT,,STARTING ENGINES,BOEING,727,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1976,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780427013949I,27-Apr-78,PROVIDENCE,RI,THEODORE FRANCIS GREEN STATE,INCIDENT,,FINAL APPROACH,BOEING,727,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,6807,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780429014779I,29-Apr-78,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,FINAL APPROACH,BOEING,727,23,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,1988,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780429014799I,29-Apr-78,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,,DESCENT,BOEING,727,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,32719,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780429014829I,29-Apr-78,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,UNDESIGNATED SERIES,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7281,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780430014929I,30-Apr-78,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,UNDESIGNATED SERIES,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,849TW,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
19780430015109I,30-Apr-78,TULSA,OK,TULSA INTL,INCIDENT,MINOR,CLIMB,BOEING,727,UNDESIGNATED SERIES,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,432,0,0,,,,3,AIRLINE TRANSPORT,,0,0,0
