"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20080124010219I","24-JAN-08","CHICAGO","IL","CHICAGO MIDWAY INTL","INCIDENT","NONE","OTHER GROUND OPERATIONS","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","927FR","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","7400","0","0",""
"20080125011129I","25-JAN-08","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","NONE","CLIMB","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","462UA","0","0","IAE","V2527A5","V2527","2","AIRLINE TRANSPORT","16000","4966","0",""
"20080213011499I","13-FEB-08","SALT LAKE CITY","UT","SALT LAKE CITY INTL","INCIDENT","NONE","NORMAL CRUISE","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","937FR","0","5","","","","2","","","","",""
"20080224013419I","24-FEB-08","WASHINGTON","DC","WASHINGTON DULLES INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","837UA","0","0","","","","2","AIRLINE TRANSPORT","5454","146","147",""
"20080301832719I","01-MAR-08","MEMPHIS","TN","MEMPHIS INTL","INCIDENT","NONE","NORMAL CRUISE","AIRBUS","A320","211","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","331NW","0","0","","","","2","","0","0","0",""
"20080304832739I","04-MAR-08","","","","INCIDENT","NONE","NORMAL CRUISE","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","333NB","0","6","","","","2","AIRLINE TRANSPORT","0","0","0",""
"20080331832779I","31-MAR-08","MEMPHIS","TN","MEMPHIS INTL","INCIDENT","NONE","DESCENT","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","370NB","0","1","","","","2","","0","0","0",""
"20080409014509I","09-APR-08","NORFOLK","VA","NORFOLK INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","302NB","0","0","","","","2","","0","0","0",""
"20080506848359I","06-MAY-08","DETROIT","MI","DETROIT METROPOLITAN WAYNE COUNTY","INCIDENT","SUBSTANTIAL","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A319","132","SPIRIT AIRLINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","516NK","0","0","IAE","V2524A5","V2524","2","","0","0","0",""
"20080516833729I","16-MAY-08","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","NONE","NORMAL CRUISE","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","128UP","0","0","PWA","PW4158","4158","2","","0","0","0",""
"20080517835079I","17-MAY-08","MIAMI","FL","MIAMI INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A320","212","BRENDAN AIRWAYS LLC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","265AV","0","0","GE","CFM56*","CFM56","2","AIRLINE TRANSPORT","0","664","79",""
"20080608848309I","08-JUN-08","MINNEAPOLIS","MN","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A330","323","NORTHWEST AIRLINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","819NW","0","0","PWA","PW4168A","4168","2","AIRLINE TRANSPORT","0","0","0",""
"20080628839649I","28-JUN-08","WICHITA","KS","WICHITA MID-CONTINENT","INCIDENT","NONE","NORMAL CRUISE","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","801UA","0","0","","","","2","AIRLINE TRANSPORT","12000","202","181",""
"20080723844249I","23-JUL-08","DENVER","CO","DENVER INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","AIRBUS","A319","114","AIR CANADA AIRLINES","","GENERAL OPERATING RULES","UNKNOWN","CFYJP","0","0","","","","2","","0","0","0",""
"20080919853529I","19-SEP-08","OKLAHOMA CITY","OK","WILL ROGERS WORLD","INCIDENT","MINOR","LANDING","AIRBUS","A319","111","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","924FR","0","0","","","","2","","0","0","0",""
"20080926848289I","26-SEP-08","DENVER","CO","DENVER INTL","INCIDENT","NONE","DESCENT","AIRBUS","A319","111","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","946FR","0","0","CFMINT","CFM565B5P","CFM56","2","AIRLINE TRANSPORT","5743","3700","52",""
"20081030851769I","30-OCT-08","PITTSBURGH","PA","PITTSBURGH INTL","INCIDENT","NONE","","AIRBUS","A320","214","","","AIR CARRIER/COMMERCIAL","UNKNOWN","632VA","0","0","","","","2","","0","0","0",""
"20081031852209I","31-OCT-08","NEW YORK","NY","LA GUARDIA","INCIDENT","NONE","LANDING","AIRBUS","A319","112","FRONTIER AIRLINES INC","","GENERAL OPERATING RULES","","941FR","0","0","GE","CFM56*","CFM56","2","AIRLINE TRANSPORT","4457","3070","127",""
"20081120852889I","20-NOV-08","WICHITA","KS","WICHITA MID-CONTINENT","INCIDENT","NONE","LANDING","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","410UA","0","0","","","","2","AIRLINE TRANSPORT","0","6229","213",""
"20081221854929I","21-DEC-08","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","TAXI","AIRBUS","A330","300","","","FOREIGN AIR CARRIER","","EICRK","0","0","GE","CF680E1","CF6","2","AIRLINE TRANSPORT","17800","5500","219",""
"20090218001729I","18-FEB-09","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","NONE","DESCENT","AIRBUS","A319","111","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","939FR","0","0","GE","CFM56565B","CFM56","2","","0","0","0",""
"20090316002799I","16-MAR-09","ALBUQUERQUE","NM","ALBUQUERQUE INTL SUNPORT","INCIDENT","MINOR","LANDING","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","","AIR CARRIER/COMMERCIAL","UNKNOWN","172UP","0","0","","","","2","","0","0","0",""
"20090318002549I","18-MAR-09","LOUISVILLE","KY","LOUISVILLE INTL-STANDIFORD FIELD","INCIDENT","MINOR","OTHER-SPECIFY","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","","AIR CARRIER/COMMERCIAL","UNKNOWN","163UP","0","0","PWA","PW4158","4158","2","","0","0","0",""
"20090325012329I","25-MAR-09","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","849UA","0","0","","","","2","","0","0","0",""
"20090325012369I","25-MAR-09","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","446UA","0","0","","","","2","","0","0","0",""
"20090522009219I","22-MAY-09","PITTSBURGH","PA","PITTSBURGH INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","817UA","0","0","","","","2","","0","0","0",""
"20090618008299I","18-JUN-09","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","NONE","TAKEOFF","AIRBUS","A320","232","US AIRWAYS INC","","GENERAL OPERATING RULES","UNKNOWN","662AW","0","0","","","","2","COMMERCIAL PILOT","17400","6783","146",""
"20090623047929I","23-JUN-09","","","HONG KONG INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A330","323","NORTHWEST AIRLINES INC","","AIR CARRIER/COMMERCIAL","","805NW","0","0","P&W","PW4000 SER","PW4168","","","0","0","0",""
"20090909022159I","09-SEP-09","ANCHORAGE","AK","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","AIRBUS","A340","UNDESIGNATED SERIES","","","FOREIGN AIR CARRIER","UNKNOWN","BHXE","0","0","","","","4","AIRLINE TRANSPORT","15681","9068","180",""
"20091006022169I","06-OCT-09","DENVER","CO","DENVER INTL","INCIDENT","MINOR","TAKEOFF","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","203FR","0","0","GE","CFM56*","CFM56","2","AIRLINE TRANSPORT","5671","4509","189",""
"20091021857279I","21-OCT-09","GOODLAND","KS","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A320","212","NORTHWEST AIRLINES INC","","AIR CARRIER/COMMERCIAL","","374NW","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","18641","8897","178",""
"20091110022539I","10-NOV-09","DALLAS","TX","DALLAS LOVE FIELD","INCIDENT","MINOR","TAKEOFF","AIRBUS","A319","UNDESIGNATED SERIES","","","GENERAL OPERATING RULES","UNKNOWN","P4MIS","0","0","","","","","","0","0","0",""
"20091114051349I","14-NOV-09","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A319","111","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","924FR","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","18500","4564","169",""
"20100110025729I","10-JAN-10","RENO","NV","RENO/TAHOE INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A320","212","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","369NW","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","0","0","0",""
"20100110025769I","10-JAN-10","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","AIRBUS","A319","131","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","816UA","0","3","IAE","V2500SERIES","","","AIRLINE TRANSPORT","9842","915","234",""
"20100123029189I","23-JAN-10","DENVER","CO","DENVER INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","449UA","0","0","IAE","V2500SERIES","","","","0","0","0",""
"20100311028949I","11-MAR-10","ROCHESTER","NY","GREATER ROCHESTER INTL","INCIDENT","NONE","CLIMB","AIRBUS","A319","112","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","753US","0","0","CFM IN","CFM56 SERIES","CFM56","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","0","0","0",""
"20100320030749I","20-MAR-10","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","111","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","906FR","0","0","CFM IN","CFM56 SERIES","","","","0","0","0",""
"20100330030379I","30-MAR-10","PORTLAND","OR","PORTLAND INTL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","AIRBUS","A320","211","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","332NW","0","0","CFM IN","CFM56 SERIES","","","","0","0","0",""
"20100405031309I","05-APR-10","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","SUBSTANTIAL","TAKEOFF: ROTATION","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","535JB","0","0","IAE","V2500SERIES","","","","0","0","0",""
"20100519004949I","19-MAY-10","SEATTLE","WA","SEATTLE-TACOMA INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A330","323","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","801NW","0","0","P&W","PW4000 SER","","","AIRLINE TRANSPORT","0","0","0",""
"20100530005099I","30-MAY-10","FORT LAUDERDALE","FL","FORT LAUDERDALE/HOLLYWOOD INTL","INCIDENT","NONE","LANDING: APPROACH","AIRBUS","A319","132","SPIRIT AIRLINES","","AIR CARRIER/COMMERCIAL","","534NK","0","3","IAE","V2524-A5","","","AIRLINE TRANSPORT","8766","2576","150",""
"20100630038139I","30-JUN-10","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","","AIR CARRIER/COMMERCIAL","","675FE","0","0","GE","CF6-80 SERIES","","","","0","0","0",""
"20100709038429I","09-JUL-10","ATLANTIC CITY","NJ","ATLANTIC CITY INTL","INCIDENT","NONE","DESCENT","AIRBUS","A319","132","SPIRIT AIRLINES","","AIR CARRIER/COMMERCIAL","","529NK","0","0","IAE","V2524-A5","","","COMMERCIAL PILOT","0","0","0",""
"20100723038789I","23-JUL-10","LAS VEGAS","NV","MC CARRAN INTL","INCIDENT","MINOR","LANDING: ROLLOUT","AIRBUS","A320","211","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","331NW","0","0","CFM IN","CFM56 SERIES","","","","0","0","0",""
"20100731044259I","31-JUL-10","SAN FRANCISCO","CA","SAN FRANCISCO INTL","INCIDENT","NONE","UNKNOWN","AIRBUS","A321","231","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","519UW","0","1","","","","2","AIRLINE TRANSPORT","0","0","0",""
"20100811040729I","11-AUG-10","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","214","BRENDAN AIRWAYS LLC","","AIR CARRIER/COMMERCIAL","","262AV","0","0","CFM IN","CFM56 SERIES","N/A","","","0","0","0",""
"20100814040749I","14-AUG-10","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","NONE","GROUND-RAMP","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","449UA","0","0","IAE","V2500SERIES","N/A","","","0","0","0",""
"20100826047369I","26-AUG-10","SACRAMENTO","CA","SACRAMENTO INTL","INCIDENT","MINOR","LANDING: ROLLOUT","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","590JB","0","6","IAE","V2500SERIES","","","AIRLINE TRANSPORT","7800","4397","240",""
"20101007049219I","07-OCT-10","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A320","231","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","637AW","0","0","","","","","","0","0","0",""
"20101102050499I","02-NOV-10","DENVER","CO","DENVER INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","112","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","945FR","0","0","CFM IN","CFM56-5B5/P","","","AIRLINE TRANSPORT","8368","4394","209",""
"20101104051609I","04-NOV-10","MEMPHIS","TN","MEMPHIS INTL","INCIDENT","SUBSTANTIAL","TAKEOFF: CLIMB OUT","AIRBUS","A320","212","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","339NW","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","0","0","0",""
"20101228055281I","28-DEC-10","SAINT LOUIS","MO","LAMBERT-ST LOUIS INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","112","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","747UW","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","21983","7998","188",""
"20110212002669I","12-FEB-11","SAN FRANCISCO","CA","SAN FRANCISCO INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","214","VIRGIN AMERICA AIRLINES","","AIR CARRIER/COMMERCIAL","","835VA","0","0","CFM IN","CFM56-5B4","","","","0","0","0",""
"20110214002309I","14-FEB-11","DENVER","CO","DENVER INTL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","AIRBUS","A318","111","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","803FR","0","0","CFM IN","CFM56 SERIES","","","","0","0","0",""
"20110223001739I","23-FEB-11","HARRISBURG","PA","HARRISBURG INTL","INCIDENT","NONE","LANDING: ROLLOUT","AIRBUS","A310","222","FEDERAL EXPRESS CORP","","AIR CARRIER/COMMERCIAL","","456FE","0","0","PRATT","JT9D","UNKNOW","","","0","0","0",""
"20110404028369I","04-APR-11","NEW ORLEANS","LA","LOUIS ARMSTRONG NEW ORLEANS INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A320","232","UNITED AIR LINES INC","","AIR CARRIER/COMMERCIAL","","409UA","0","0","IAE","V2500SERIES","","","COMMERCIAL PILOT","15000","1487","131",""
"20110724019379I","24-JUL-11","PITTSBURGH","PA","PITTSBURGH INTL","INCIDENT","NONE","LANDING: APPROACH","AIRBUS","A319","114","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","364NB","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20110729015732I","29-JUL-11","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","114","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","332NB","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20110919028419I","19-SEP-11","DENVER","CO","DENVER INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","AIRBUS","A321","211","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","165US","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","20790","2452","145",""
"20111002023659I","02-OCT-11","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A340","600","DEUTSCHE LUFTHANSA AG","","FOREIGN AIR CARRIER","","NONE","0","7","","","","","UNKNOWN/FOREIGN","16000","788","144",""
"20111228028339I","28-DEC-11","SACRAMENTO","CA","SACRAMENTO INTL","INCIDENT","MINOR","LANDING: APPROACH","AIRBUS","A319","132","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","810AW","0","0","IAE","V2500SERIES","","","","","","",""
"20120329003779I","29-MAR-12","MINNEAPOLIS","MN","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A321","231","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","547UW","0","0","IAE","V2533-A5","","","","","","",""
"20120401004779I","01-APR-12","BURBANK","CA","BOB HOPE","INCIDENT","NONE","TAKEOFF: DEPARTURE","AIRBUS","A319","132","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","836AW","0","0","IAE","V2500SERIES","","","","","","",""
"20120421008669I","21-APR-12","TAMPA","FL","TAMPA INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A320","232","CONTINENTAL AIRLINES INC","","AIR CARRIER/COMMERCIAL","","418UA","0","0","IAE","V2500SERIES","","","AIRLINE TRANSPORT","8430","714","67",""
"20120606011019I","06-JUN-12","LAS VEGAS","NV","MC CARRAN INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","232","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","665AW","0","0","IAE","V2500SERIES","","","","","","",""
"20120701015989I","01-JUL-12","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A330","300","SCANDINAVIAN AIRLINES SYSTEM","","FOREIGN AIR CARRIER","","OYKBN","0","0","","","","","","","","",""
"20120808020749I","08-AUG-12","LOS ANGELES","CA","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A340","600","","","FOREIGN AIR CARRIER","","GVWKD","0","2","","","","","","","","",""
"20120822020209I","22-AUG-12","LOUISVILLE","KY","LOUISVILLE INTL-STANDIFORD FIELD","INCIDENT","MINOR","DESCENT","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","","AIR CARRIER/COMMERCIAL","","147UP","0","0","P & W","PW4158","","","","","","",""
"20121110027789I","10-NOV-12","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","132","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","835AW","0","0","","","","","","","","",""
"20121206027439I","06-DEC-12","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A330","202","ALITALIA","","FOREIGN AIR CARRIER","","NONE","0","0","GENERA","CF-680A4B","","","AIRLINE TRANSPORT","14950","1200","140",""
"20121211028289I","11-DEC-12","SAINT LOUIS","MO","LAMBERT-ST LOUIS INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","112","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","721UW","0","1","GE","CFM56 SERIES","","","","","","",""
"20121231028351I","31-DEC-12","FORT LAUDERDALE","FL","FORT LAUDERDALE/HOLLYWOOD INTL","INCIDENT","MINOR","TAXI","AIRBUS","A320","232","SPIRIT AIRLINES","","AIR CARRIER/COMMERCIAL","","603NK","0","0","IAE","V2527-A5","V-2500","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8584","5910","210",""
"20130108000329I","08-JAN-13","OKLAHOMA CITY","OK","WILL ROGERS WORLD","INCIDENT","NONE","TAKEOFF: CLIMB OUT","AIRBUS","A319","114","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","352NB","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20130127001109I","27-JAN-13","DETROIT","MI","DETROIT METROPOLITAN WAYNE COUNTY","INCIDENT","NONE","LANDING: ROLLOUT","AIRBUS","A319","114","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","371NB","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20130212012039I","12-FEB-13","LOUISVILLE","KY","LOUISVILLE INTL-STANDIFORD FIELD","INCIDENT","MINOR","DESCENT","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","","AIR CARRIER/COMMERCIAL","","166UP","0","0","P & W","PW4158","P1535","","AIRLINE TRANSPORT","5446","3118","92",""
"20130221019889I","21-FEB-13","SAINT LOUIS","MO","LAMBERT-ST LOUIS INTL","INCIDENT","MINOR","TAXI","AIRBUS","A320","214","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","261AV","0","0","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","8882","6600","128",""
"20130311002509I","11-MAR-13","PHILADELPHIA","PA","PHILADELPHIA INTL","INCIDENT","MINOR","TAXI","AIRBUS","A320","232","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","657AW","0","0","IAE","V2500SERIES","","","","","","",""
"20130313005629I","13-MAR-13","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","NONE","LANDING: APPROACH","AIRBUS","A310","222","FEDERAL EXPRESS CORP","","AIR CARRIER/COMMERCIAL","","455FE","0","0","","","","","AIRLINE TRANSPORT","8500","2472","151",""
"20130407004459I","07-APR-13","DENVER","CO","DENVER INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","AIRBUS","A319","112","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","948FR","0","0","CFM IN","CFM56-5B6/P","","","","","","",""
"20130501014022I","01-MAY-13","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","TAXI","AIRBUS","A330","243","HIFLY","","FOREIGN AIR CARRIER","","CS-TF","0","0","","","","","UNKNOWN/FOREIGN","5140","910","108",""
"20130517007159I","17-MAY-13","CANTON","OH","AKRON-CANTON RGNL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","114","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","346NB","0","0","CFM IN","CFM56 SERIES","5A5","","","","","",""
"20130716012809I","16-JUL-13","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","NONE","LANDING: APPROACH","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","","AIR CARRIER/COMMERCIAL","","143UP","0","0","P & W","PW4158","UNKNOW","","AIRLINE TRANSPORT","9250","2755","90",""
"20130725020912I","25-JUL-13","GREER","SC","GREENVILLE SPARTANBURG INTL","INCIDENT","MINOR","TAXI","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","","AIR CARRIER/COMMERCIAL","","137UP","0","0","","","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","19150","3481","60",""
"20130728014542I","28-JUL-13","STERLING","VA","WASHINGTON DULLES INTL","INCIDENT","MINOR","TAXI","AIRBUS","A330","UNDESIGNATED SERIES","BRUSSELS AIRLINES","","FOREIGN AIR CARRIER","","00-SF","0","0","","","","","UNKNOWN/FOREIGN","","","",""
"20130801023209I","01-AUG-13","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","AIRBUS","A319","114","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","331NB","0","0","","","","","","","","",""
"20131216023749I","16-DEC-13","JAMAICA","NY","JOHN F KENNEDY INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","661JB","0","0","IAE","V2527-A5","","","","","","",""
"20131217024369I","17-DEC-13","OMAHA","NE","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","AIRBUS","A319","112","","","AIR CARRIER/COMMERCIAL","","524VA","0","0","CFM IN","CFM56-5B6/P","","","AIRLINE TRANSPORT","","","",""
"20140110000179I","10-JAN-14","WARWICK","RI","THEODORE FRANCIS GREEN STATE","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A319","112","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","765US","0","0","CFM IN","CFM56 SERIES","UNKNOW","","","","","",""
"20140128000169I","28-JAN-14","ORLANDO","FL","ORLANDO INTL","INCIDENT","SUBSTANTIAL","TAKEOFF: CLIMB OUT","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","763JB","0","0","IAE","V2527-A5","UNKNOW","","AIRLINE TRANSPORT","","","",""
